Testcase ID,Functionality,Sub-Functionality,Title,Pre-requisites,Steps,Expected Output,Support Files,Platform,OS Version,Priority,Category,Remarks,Actual Output,Status - OP,Status - Cloud,Issue ID
TC-AGENTINSTALL-MSIINSTALL-013,Agent Installation,MSIINSTALL,Crash after decrypting Agent-settings.xml (heap corruption),Upgrade/install path that decrypts Agent-settings.xml.,"1. Run the install/upgrade that decrypts Agent-settings.xml. [run_command]
2. Monitor for crash / heap corruption after decryption.",Decryption of Agent-settings.xml completes without heap corruption or crash.,Agent-settings.xml; installer log; Event Viewer,windows,Windows 11 (x64),P1,Bug Scenario,BUG SCENARIO: heap corruption after Decrypt Agent-settings.xml.,,,,Decrypt heap
TC-AGENTINSTALL-MSIINSTALL-014,Agent Installation,MSIINSTALL,Verify Agentinstalllog.txt troubleshooting log generated,MSI install performed.,"1. Run the msiexec command with /lv ""Agentinstalllog.txt"". [run_command]
2. Confirm Agentinstalllog.txt exists in the working directory and contains install steps.",Verbose log Agentinstalllog.txt is created in the current directory.,Agentinstalllog.txt,windows,Windows 11 (x64),P3,Edge Cases,,,,,
TC-AGENTINSTALL-MSIINSTALL-015,Agent Installation,MSIINSTALL,MSI install - x86,Clean 32-bit target; MSI extracted.,"1. Run the msiexec command (elevated). [run_command]
2. Verify dir C:\Program Files\ManageEngine\UEMS_Agent\\ and hive HKLM\SOFTWARE\AdventNet\DesktopCentral\DCAgent\\.",MSI install to C:\Program Files\ManageEngine\UEMS_Agent\\ with direct registry hive; service RUNNING.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 10 (x86),P2,Cross-Environment,,,,,
TC-AGENTINSTALL-MSIINSTALL-016,Agent Installation,MSIINSTALL,Power failure during install - partial write recovery,Clean target; MSI extracted.,"1. Start the MSI install. [run_command]
2. Simulate a power loss mid-write (hard power off). [manual]
3. Reboot and inspect state; re-run install.",No corrupt half-installed state survives; a clean re-install succeeds afterward.,Agentinstalllog.txt; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\,windows,Windows 11 (x64),P3,Rare / Unlikely,RARE SCENARIO,,,,
TC-AGENTINSTALL-ZIPINSTALL-001,Agent Installation,ZIPINSTALL,Zip setup.bat install - Local Office (x64) happy path,Clean target. <OfficeName>_Agent.zip copied to target. Elevated cmd.,"1. Extract <OfficeName>_Agent.zip to e.g. C:\Installers\ZipExtract\. [file_folder_operation]
2. Open elevated cmd; cd to the extracted folder.
3. Run: setup.bat [run_bat]
1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]
2. In UEMS console (Agent > Scope of Management > Computers) confirm the machine is listed under the correct office with remark ""Agent Installed successfully"" / status Active. [Qengine browser]
3. Verify service ""ManageEngine UEMS Agent Service"" exists and is RUNNING. [service_actions: status -> running]
4. Verify startup type Automatic: HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\..\SYSTEM\CurrentControlSet\Services\DCAgent -> Start = 2. [registry_operation: read_key]
5. Verify registry keys ServerName, ServerPort, AgentVersion, InstallDir under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ (x86 uses HKLM\SOFTWARE\AdventNet\DesktopCentral\DCAgent\\). [registry_operation: read_key]
6. Verify install dir C:\Program Files (x86)\ManageEngine\UEMS_Agent\\ exists with bin\, conf\, logs\ subfolders (x86 uses C:\Program Files\ManageEngine\UEMS_Agent\\). [file_folder_operation: check_presence]
7. Verify process DCAgentService.exe is running. [task_manager: verify_process]
8. Verify C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log shows the expected Central Server/DS as the communication target.","setup.bat installs the agent silently with embedded config. Architecture recorded. Machine shows Active in console under the correct office. Service ""ManageEngine UEMS Agent Service"" RUNNING with Start=2. Registry keys populated with correct ServerName (Central Server IP for Local/Direct, DS IP for Remote-via-DS). Install directory and sub-folders present for the architecture. Process DCAgentService.exe running. DCAgentService.log confirms communication target.",C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 11 (x64),P1,Success / Happy Path,Primary recommended zip method.,,,,
TC-AGENTINSTALL-ZIPINSTALL-002,Agent Installation,ZIPINSTALL,Zip setup.bat install - Remote Office via DS,Clean target. <RemoteOfficeName>_Agent.zip copied. DS Active and replicated.,"1. Extract and run setup.bat (elevated). [run_bat]
1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]
2. In UEMS console (Agent > Scope of Management > Computers) confirm the machine is listed under the correct office with remark ""Agent Installed successfully"" / status Active. [Qengine browser]
3. Verify service ""ManageEngine UEMS Agent Service"" exists and is RUNNING. [service_actions: status -> running]
4. Verify startup type Automatic: HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\..\SYSTEM\CurrentControlSet\Services\DCAgent -> Start = 2. [registry_operation: read_key]
5. Verify registry keys ServerName, ServerPort, AgentVersion, InstallDir under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ (x86 uses HKLM\SOFTWARE\AdventNet\DesktopCentral\DCAgent\\). [registry_operation: read_key]
6. Verify install dir C:\Program Files (x86)\ManageEngine\UEMS_Agent\\ exists with bin\, conf\, logs\ subfolders (x86 uses C:\Program Files\ManageEngine\UEMS_Agent\\). [file_folder_operation: check_presence]
7. Verify process DCAgentService.exe is running. [task_manager: verify_process]
8. Verify C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log shows the expected Central Server/DS as the communication target.",Install completes; ServerName = DS IP; listed under Remote Office.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 11 (x64),P2,Cross-Environment,Remote Office (via DS).,,,,
TC-AGENTINSTALL-ZIPINSTALL-003,Agent Installation,ZIPINSTALL,Download agent zip from Agent Installation tab,Console access via Qengine.,"1. Agent > Agent Installation tab > Download Agent; click the office name. [Qengine browser]
2. Verify <OfficeName>_Agent.zip downloads completely.",Zip downloads successfully.,Browser download folder,windows,Windows 11 (x64),P2,Success / Happy Path,Browser step - Qengine owned.,,,,
TC-AGENTINSTALL-ZIPINSTALL-004,Agent Installation,ZIPINSTALL,Zip install fails when UEMSAgent.mst missing from extracted folder,Extracted zip folder with UEMSAgent.mst removed.,"1. Delete UEMSAgent.mst from the extracted folder. [file_folder_operation]
2. Run setup.bat. [run_bat]
3. Observe.","Install fails with ""Error applying transforms"".",setup.bat output; Agentinstalllog.txt,windows,Windows 11 (x64),P2,Negative Cases,Per KNOWLEDGE: missing .mst -> transforms error.,,,,
TC-AGENTINSTALL-ZIPINSTALL-005,Agent Installation,ZIPINSTALL,Zip install - missing .crt files cause cert validation failure,Extracted folder with DMRootCA-Server.crt / DMRootCA.crt removed.,"1. Remove the .crt file(s). [file_folder_operation]
2. Run setup.bat. [run_bat]
3. Observe.",Certificate validation fails; agent does not register correctly.,setup.bat output; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P2,Negative Cases,FAILURE SCENARIO,,,,
TC-AGENTINSTALL-ZIPINSTALL-006,Agent Installation,ZIPINSTALL,Zip alternate method - GUI EXE from extracted zip,Extracted zip folder on clean target.,"1. Run <OfficeName>_Agent.exe from the extracted folder and follow the wizard. [native_gui_operation - same automationIds as MANUALGUI]
2. Validate post-install. 1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]",GUI wizard completes; agent installed. Same automationIds as manual install apply.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 11 (x64),P3,Success / Happy Path,Alternate zip method.,,,,
TC-AGENTINSTALL-ZIPINSTALL-007,Agent Installation,ZIPINSTALL,Zip alternate method - silent EXE from extracted zip,Extracted zip folder on clean target.,"1. Run <OfficeName>_Agent.exe /silent from the extracted folder. [run_bat arguments=/silent]
1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]
2. In UEMS console (Agent > Scope of Management > Computers) confirm the machine is listed under the correct office with remark ""Agent Installed successfully"" / status Active. [Qengine browser]
3. Verify service ""ManageEngine UEMS Agent Service"" exists and is RUNNING. [service_actions: status -> running]
4. Verify startup type Automatic: HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\..\SYSTEM\CurrentControlSet\Services\DCAgent -> Start = 2. [registry_operation: read_key]
5. Verify registry keys ServerName, ServerPort, AgentVersion, InstallDir under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ (x86 uses HKLM\SOFTWARE\AdventNet\DesktopCentral\DCAgent\\). [registry_operation: read_key]
6. Verify install dir C:\Program Files (x86)\ManageEngine\UEMS_Agent\\ exists with bin\, conf\, logs\ subfolders (x86 uses C:\Program Files\ManageEngine\UEMS_Agent\\). [file_folder_operation: check_presence]
7. Verify process DCAgentService.exe is running. [task_manager: verify_process]
8. Verify C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log shows the expected Central Server/DS as the communication target.","Silent install completes; Architecture recorded. Machine shows Active in console under the correct office. Service ""ManageEngine UEMS Agent Service"" RUNNING with Start=2. Registry keys populated with correct ServerName (Central Server IP for Local/Direct, DS IP for Remote-via-DS). Install directory and sub-folders present for the architecture. Process DCAgentService.exe running. DCAgentService.log confirms communication target.",C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 11 (x64),P3,Success / Happy Path,Alternate zip method.,,,,
TC-AGENTINSTALL-ZIPINSTALL-008,Agent Installation,ZIPINSTALL,Zip install with disk full / low disk space,Target with insufficient free disk space for extraction/install.,"1. Reduce free disk space below the install footprint. [manual]
2. Extract zip / run setup.bat. [run_bat]
3. Observe.",Install fails gracefully with a disk-space error; no corrupt partial install.,setup.bat output; Agentinstalllog.txt,windows,Windows 11 (x64),P2,Resource Exhaustion,,,,,
TC-AGENTINSTALL-ZIPINSTALL-009,Agent Installation,ZIPINSTALL,Zip extract to path with Unicode / very long path,Clean target; zip available.,"1. Extract the zip to a path containing Unicode characters and/or exceeding 260 chars. [file_folder_operation]
2. Run setup.bat. [run_bat]
3. Observe.",Install either succeeds with the long/Unicode path or fails with a clear path-length error - never silently misbehaves.,setup.bat output,windows,Windows 11 (x64),P3,Edge Cases,,,,,
TC-AGENTINSTALL-DSINSTALL-001,Agent Installation,DSINSTALL,Manual DS install on a remote office machine - happy path,Remote office machine with a static IP. DS installer downloaded from Remote Offices tab.,"1. Console: Agent > Scope of Management > Remote Offices > Download Distribution Server icon for the office. [Qengine browser]
2. Copy installer to the DS machine. [file_folder_operation]
3. Run the DS installer; select the DS files folder; follow prompts. [exe_install / run_bat]
1. Verify service ""ManageEngine UEMS Distribution Server"" is RUNNING. [service_actions: status]
2. In console (Agent > Scope of Management > Remote Offices) confirm DS status = Active. [Qengine browser]
3. Verify DS directory C:\Program Files (x86)\ManageEngine\UEMS_DS\\ exists. [file_folder_operation: check_presence]
4. Verify replication: DS logs show patches/software synced from Central Server.
5. Verify HTTPS connectivity DS <-> Central Server (proxy if applicable).",DS installs; service RUNNING; status Active in console; replication working.,C:\Program Files (x86)\ManageEngine\UEMS_DS\\; DS replication logs; UEMS console Remote Offices page,windows,Windows 11 (x64),P1,Success / Happy Path,One DS per remote office. Static IP required.,,,,
TC-AGENTINSTALL-DSINSTALL-002,Agent Installation,DSINSTALL,Automatic DS install (push from console),Remote office being added/modified. Domain admin credentials for the DS target.,"1. While adding/modifying the remote office, check ""Install Distribution Server automatically"". [Qengine browser]
2. Provide domain admin credentials. [Qengine browser]
3. Save the remote office to trigger DS install (or Actions > Install DS). [Qengine browser]
1. Verify service ""ManageEngine UEMS Distribution Server"" is RUNNING. [service_actions: status]
2. In console (Agent > Scope of Management > Remote Offices) confirm DS status = Active. [Qengine browser]
3. Verify DS directory C:\Program Files (x86)\ManageEngine\UEMS_DS\\ exists. [file_folder_operation: check_presence]
4. Verify replication: DS logs show patches/software synced from Central Server.
5. Verify HTTPS connectivity DS <-> Central Server (proxy if applicable).",DS auto-installs on save; service RUNNING; Active in console.,C:\Program Files (x86)\ManageEngine\UEMS_DS\\; DS replication logs,windows,Windows 11 (x64),P1,Success / Happy Path,Automatic DS push.,,,,
TC-AGENTINSTALL-DSINSTALL-003,Agent Installation,DSINSTALL,DS post-install verification,DS just installed.,"1. Verify service ""ManageEngine UEMS Distribution Server"" is RUNNING. [service_actions: status]
2. In console (Agent > Scope of Management > Remote Offices) confirm DS status = Active. [Qengine browser]
3. Verify DS directory C:\Program Files (x86)\ManageEngine\UEMS_DS\\ exists. [file_folder_operation: check_presence]
4. Verify replication: DS logs show patches/software synced from Central Server.
5. Verify HTTPS connectivity DS <-> Central Server (proxy if applicable).","Service ""ManageEngine UEMS Distribution Server"" RUNNING; DS Active; directory present; replication and HTTPS OK.",C:\Program Files (x86)\ManageEngine\UEMS_DS\\; DS replication logs,windows,Windows 11 (x64),P1,Success / Happy Path,,,,,
TC-AGENTINSTALL-DSINSTALL-004,Agent Installation,DSINSTALL,DS install on a machine without a static IP,Remote office machine using DHCP (non-static IP).,"1. Install DS on a DHCP machine. [exe_install]
2. Let the IP change (renew lease).
3. Observe DS<->agent and DS<->Central Server communication.","Per KNOWLEDGE, DS requires a static IP; communication becomes unstable/broken after IP change. Document the failure mode.",DS replication logs; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P3,Negative Cases,Static IP requirement.,,,,
TC-AGENTINSTALL-DSINSTALL-005,Agent Installation,DSINSTALL,Automatic DS/WAN install when target not reachable from server (cloud/MSP),Cloud / MSP setup where endpoints are not directly reachable from the server.,"1. Configure a remote office with automatic DS/WAN install in a cloud/MSP topology. [Qengine browser]
2. Save and observe.",Automatic install does NOT proceed (devices unreachable). Console reflects that manual install is required.,UEMS console; DS logs,windows,Windows 11 (x64),P2,Negative Cases,Per KNOWLEDGE: auto WAN/DS install fails for unreachable devices.,,,,
TC-AGENTINSTALL-DSINSTALL-006,Agent Installation,DSINSTALL,DS upgrade fails with 1638 error from scheduler,DS already installed; an upgrade is scheduled.,"1. Trigger the scheduled DS upgrade. [Qengine browser / scheduler]
2. Observe the upgrade result and error code.",Reproduce the 1638 (another version already installed) failure; confirm the fix lets the scheduled DS upgrade complete.,DS upgrade/scheduler logs; Windows Installer logs,windows,Windows 11 (x64),P1,Support Ticket Scenario,SUPPORT TICKET: DS-upgrade-1638-scheduler.,,,,DS upgrade 1638
TC-AGENTINSTALL-DSINSTALL-007,Agent Installation,DSINSTALL,DS replication to remote-office agents,DS Active; agents present in the remote office.,"1. Deploy a patch/software package targeting the remote office. [Qengine browser]
2. Confirm only the DS pulls from Central Server, then serves agents.
3. Verify agents receive the package via DS.",DS pulls once from Central Server and replicates to local agents; agents do not each hit the Central Server.,DS replication logs; agent logs,windows,Windows 11 (x64),P2,Integration,,,,,
TC-AGENTINSTALL-DSINSTALL-008,Agent Installation,DSINSTALL,DS install on Windows client OS (not Server),"A Windows client OS machine (e.g., Windows 11) as DS host, static IP.","1. Install DS on the client OS machine. [exe_install]
1. Verify service ""ManageEngine UEMS Distribution Server"" is RUNNING. [service_actions: status]
2. In console (Agent > Scope of Management > Remote Offices) confirm DS status = Active. [Qengine browser]
3. Verify DS directory C:\Program Files (x86)\ManageEngine\UEMS_DS\\ exists. [file_folder_operation: check_presence]
4. Verify replication: DS logs show patches/software synced from Central Server.
5. Verify HTTPS connectivity DS <-> Central Server (proxy if applicable).",DS installs and runs on client OS (Server OS not required); service Active.,C:\Program Files (x86)\ManageEngine\UEMS_DS\\,windows,Windows 11 (x64),P3,Cross-Environment,DS supports client OS.,,,,
TC-AGENTINSTALL-WANAGENT-001,Agent Installation,WANAGENT,WAN agent automatic installation via DS,Remote office with communication = Through Distribution Server; DS contacting Central Server. Domain admin creds; devices reachable.,"1. While adding the remote office, check ""Install WAN Agent automatically"". [Qengine browser]
2. Ensure communication type = Through Distribution Server. [Qengine browser]
3. Provide domain admin credentials. [Qengine browser]
4. Wait for DS to contact Central Server; install starts automatically.
1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]
2. In UEMS console (Agent > Scope of Management > Computers) confirm the machine is listed under the correct office with remark ""Agent Installed successfully"" / status Active. [Qengine browser]
3. Verify service ""ManageEngine UEMS Agent Service"" exists and is RUNNING. [service_actions: status -> running]
4. Verify startup type Automatic: HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\..\SYSTEM\CurrentControlSet\Services\DCAgent -> Start = 2. [registry_operation: read_key]
5. Verify registry keys ServerName, ServerPort, AgentVersion, InstallDir under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ (x86 uses HKLM\SOFTWARE\AdventNet\DesktopCentral\DCAgent\\). [registry_operation: read_key]
6. Verify install dir C:\Program Files (x86)\ManageEngine\UEMS_Agent\\ exists with bin\, conf\, logs\ subfolders (x86 uses C:\Program Files\ManageEngine\UEMS_Agent\\). [file_folder_operation: check_presence]
7. Verify process DCAgentService.exe is running. [task_manager: verify_process]
8. Verify C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log shows the expected Central Server/DS as the communication target.",WAN agent installs automatically; registers via DS (ServerName = DS IP); Active under the remote office.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 11 (x64),P1,Success / Happy Path,Remote Office (via DS).,,,,
TC-AGENTINSTALL-WANAGENT-002,Agent Installation,WANAGENT,WAN agent manual installation (Windows .exe),Remote office machine. WAN agent .exe downloaded from Remote Offices tab.,"1. Console: Agent > Scope of Management > Remote Offices > Download WAN Agent icon. [Qengine browser]
2. Copy the .exe to the target and run it. [run_bat]
1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]
2. In UEMS console (Agent > Scope of Management > Computers) confirm the machine is listed under the correct office with remark ""Agent Installed successfully"" / status Active. [Qengine browser]
3. Verify service ""ManageEngine UEMS Agent Service"" exists and is RUNNING. [service_actions: status -> running]
4. Verify startup type Automatic: HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\..\SYSTEM\CurrentControlSet\Services\DCAgent -> Start = 2. [registry_operation: read_key]
5. Verify registry keys ServerName, ServerPort, AgentVersion, InstallDir under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ (x86 uses HKLM\SOFTWARE\AdventNet\DesktopCentral\DCAgent\\). [registry_operation: read_key]
6. Verify install dir C:\Program Files (x86)\ManageEngine\UEMS_Agent\\ exists with bin\, conf\, logs\ subfolders (x86 uses C:\Program Files\ManageEngine\UEMS_Agent\\). [file_folder_operation: check_presence]
7. Verify process DCAgentService.exe is running. [task_manager: verify_process]
8. Verify C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log shows the expected Central Server/DS as the communication target.",WAN agent installs; communicates via DS; Active under remote office.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser),windows,Windows 11 (x64),P1,Success / Happy Path,Manual WAN agent.,,,,
TC-AGENTINSTALL-WANAGENT-003,Agent Installation,WANAGENT,WAN agent auto install fails when devices unreachable (cloud/MSP),Cloud/MSP topology; endpoints not directly reachable from server.,"1. Enable automatic WAN agent install in an unreachable topology. [Qengine browser]
2. Observe.",Automatic WAN install does not proceed; manual install required.,UEMS console; DS logs,windows,Windows 11 (x64),P2,Negative Cases,Per KNOWLEDGE note.,,,,
TC-AGENTINSTALL-WANAGENT-004,Agent Installation,WANAGENT,Verify WAN agent communicates via DS (ServerName = DS IP),WAN agent installed in a via-DS remote office.,"1. Read registry HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ServerName. [registry_operation: read_key]
2. Inspect C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log for the communication target.",ServerName = DS IP (not Central Server); agent log shows DS as communication target.,HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P2,Integration,,,,,
TC-AGENTINSTALL-AGENTUNINSTALL-001,Agent Installation,AGENTUNINSTALL,Uninstall agent from server console,"A managed, Active agent on the target.","1. Console: Agent > Computers > select the computer > Uninstall Agent. [Qengine browser]
2. Wait for completion.
3. Verify removal (see cleanup verification TC).",Agent uninstalls; removed from Control Panel; service absent; process gone; registry cleaned.,UEMS console; Control Panel; Services; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\,windows,Windows 11 (x64),P1,Cleanup / Uninstall,,,,,
TC-AGENTINSTALL-AGENTUNINSTALL-002,Agent Installation,AGENTUNINSTALL,Manual uninstall via Control Panel with OTP (GUI flow),Installed agent. OTP available from console (Scope of Management > Computers > View OTP).,"1. Open Settings > Apps (or Programs and Features). [native_gui_operation]
2. Search ""UEMS-Agent"". [native_gui_operation automationId=SearchEditBox EnterText]
3. Double-click ""ManageEngine UEMS - Agent"". [native_gui_operation automationId=ListViewSubItem-0 DoubleClick]
4. Wait for Uninstall button (30s). [native_gui_operation automationId=UninstallBtn Wait]
5. Click Uninstall (triggers OTP prompt). [native_gui_operation automationId=UninstallBtn Click]
6. Enter the OTP from the console.
7. Wait for completion label (420s). [native_gui_operation automationId=SuccessUninstall Wait]
8. Read text; expected ""Agent successfully uninstalled"". [native_gui_operation automationId=SuccessUninstall ReadText]","Uninstall completes with text ""Agent successfully uninstalled""; agent fully removed.",Control Panel/Apps UI; UEMS console (View OTP),windows,Windows 11 (x64),P1,Cleanup / Uninstall,,,,,
TC-AGENTINSTALL-AGENTUNINSTALL-003,Agent Installation,AGENTUNINSTALL,Silent uninstall via DCAgent.exe /uninstall /s,Installed agent. Elevated cmd.,"1. Run: C:\Program Files (x86)\ManageEngine\UEMS_Agent\bin\\DCAgent.exe /uninstall /s [run_bat]
2. Verify removal.",Agent uninstalls silently; service/process/registry/install dir removed.,HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Services,windows,Windows 11 (x64),P2,Cleanup / Uninstall,,,,,
TC-AGENTINSTALL-AGENTUNINSTALL-004,Agent Installation,AGENTUNINSTALL,Post-uninstall cleanup verification,Uninstall just completed.,"1. Verify no ""ManageEngine UEMS - Agent"" entry in Control Panel/Apps. [native_gui_operation]
2. Verify service ""ManageEngine UEMS Agent Service"" absent. [service_actions: status]
3. Verify no DCAgentService.exe process. [task_manager: verify_process]
4. Verify registry keys under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\ removed. [registry_operation: read_key]
5. Verify install dir C:\Program Files (x86)\ManageEngine\UEMS_Agent\\ removed (no leftovers). [file_folder_operation: check_presence]","No agent entry, service, process, registry keys, or install directory remain.",Control Panel; Services; Task Manager; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\,windows,Windows 11 (x64),P1,Cleanup / Uninstall,,,,,
TC-AGENTINSTALL-AGENTUNINSTALL-005,Agent Installation,AGENTUNINSTALL,TOTP uninstall fails - local time not in sync with server,Installed agent with TOTP uninstall protection. Target clock skewed from server.,"1. Skew the target machine clock away from the server time. [run_command]
2. Attempt TOTP uninstall using the console OTP. [native_gui_operation]
3. Observe.",Reproduce TOTP validation failure due to clock skew; confirm that syncing time allows uninstall to succeed.,Control Panel UI; UEMS console (View OTP); C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P1,Support Ticket Scenario,SUPPORT TICKET: TOTP-uninstall-time-not-in-sync. TIMING SCENARIO,,,,TOTP time sync
TC-AGENTINSTALL-AGENTUNINSTALL-006,Agent Installation,AGENTUNINSTALL,Third-party tool uninstall bypasses TOTP restriction,Installed agent with TOTP/uninstall restriction enabled.,"1. Enable uninstall restriction (TOTP) in policy. [Qengine browser]
2. Attempt to remove the agent using a third-party uninstaller tool. [manual]
3. Observe.","With restriction enabled, third-party tools must NOT be able to remove the agent without TOTP. Confirm the bypass is blocked.",Control Panel; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P1,Security / Permission,SUPPORT TICKET: third-party-uninstall-bypasses-TOTP.,,,,TOTP bypass
TC-AGENTINSTALL-AGENTUNINSTALL-007,Agent Installation,AGENTUNINSTALL,Reinstalled agents in WFA get uninstalled automatically,Agent previously uninstalled then reinstalled in a WFA scenario.,"1. Uninstall the agent, then reinstall it (WFA scenario). [run_bat]
2. Observe over the next refresh cycles whether it gets auto-uninstalled.",Reproduce the unwanted automatic uninstall after reinstall; confirm the fix keeps the reinstalled agent installed and Active.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; UEMS console SoM,windows,Windows 11 (x64),P2,State Transition,SUPPORT TICKET: WFA-reinstall-auto-uninstall.,,,,WFA auto-uninstall
TC-AGENTINSTALL-AGENTUNINSTALL-008,Agent Installation,AGENTUNINSTALL,Manual uninstall with wrong OTP,Installed agent; uninstall initiated.,"1. Begin manual uninstall and reach the OTP prompt. [native_gui_operation]
2. Enter an incorrect OTP.
3. Observe.",Uninstall is rejected; agent remains installed and Active.,Control Panel UI; UEMS console,windows,Windows 11 (x64),P2,Negative Cases,FAILURE SCENARIO,,,,
